"","YEAR","Stock","Lat_mean","Lon_mean","Lat_rotated","Lon_rotated","along_mean","cross_mean","Distance","Max_Lat","Min_Lat","mDepth","mSST","mBT","STRAT_BIOMASS"
"13",1980,"15",41.700912,-68.250955,41.619675,-67.885665,969.22422,-137.18345,962.119532854013,43.983333,38.7,110.559433136317,12.5156705664976,10.6061286151705,0.224985424221431
"14",1981,"15",41.422225,-68.730713,41.390881,-68.376323,916.86849,-125.22405,915.835791803356,43.5,36.15,92.9047384796259,12.7019486736435,10.8773131512099,0.569866059558363
"15",1982,"15",41.685655,-68.976092,41.600943,-68.75963,894.97513,-157.21563,913.118338956855,44.266667,39.45,94.224108483175,12.6547080467902,10.372917043834,0.416195396146792
"16",1983,"15",41.821,-68.627533,41.758248,-68.233869,936.92484,-161.41435,954.460482450432,44.233333,37.266667,111.322604345535,13.2083253665618,10.4376041411079,0.496739768048501
"17",1984,"15",41.998888,-68.451265,41.835065,-67.945602,973.38934,-161.38644,976.588095231654,44.266667,36.933333,122.63512046416,13.358641262457,10.9798409517013,0.426145327661551
"18",1985,"15",41.987652,-68.65228,41.858308,-68.05038,958.23302,-168.32887,972.82042465637,44.1,37.233333,121.165439854704,13.1910593043492,10.3524833857918,0.66590175167265
"19",1986,"15",42.130838,-68.393733,41.996618,-67.97568,992.41417,-177.53182,988.512693839342,44.166667,37.083333,126.24071147214,12.4786391413647,9.99265940391492,0.632498239346393
"20",1987,"15",42.078516,-68.511006,41.928214,-68.073289,958.40404,-175.57834,977.481222756394,44.3,38.683333,113.526812233227,12.7820669742933,9.76079382607528,0.602701771018836
"21",1988,"15",41.923625,-68.89848,41.829037,-68.511872,917.01348,-176.52967,945.781296299269,44.316667,37.35,119.401493342654,12.7925381444679,9.11778438743137,1.22214025544483
"22",1989,"15",42.049856,-68.736294,41.968271,-68.216035,943.691,-183.63333,973.284500071462,44.3,36.716667,122.64763988707,12.7910087513969,9.39186573238042,0.414817957926497
