"","YEAR","Stock","Lat_mean","Lon_mean","Lat_rotated","Lon_rotated","along_mean","cross_mean","Distance","Max_Lat","Min_Lat","mDepth","mSST","mBT","STRAT_BIOMASS"
"360",2005,"72_N",43.000632,-68.27894,42.757966,-68.356566,1093.892,-247.38902,1035.57189892349,43.973717,41.857183,164.299242694621,12.5283986756802,8.47378798322267,0.100950011311717
"361",2006,"72_N",42.630399,-69.403767,42.527029,-69.494274,862.49373,-275.72452,962.367606284133,43.22353,41.826977,167.256259089497,13.8531593334122,7.98591880409597,0.121698091186078
"362",2007,"72_N",43.450978,-68.179866,43.162296,-68.477831,1142.2206,-280.20267,1066.70614226794,44.284255,42.023552,169.423486672472,11.3520475931624,7.47846408422041,0.206784896279983
"363",2008,"72_N",42.575187,-69.144494,42.479126,-69.034748,897.64602,-257.38488,978.318039777176,43.344675,42.026155,151.33591166818,11.06,8.84,0.238473156996561
"364",2009,"72_N",42.915377,-68.431015,42.592223,-68.418571,1024.8863,-249.18603,1017.70099127129,43.950577,41.71452,201.9495460867,10.7355582125344,8.24924554464445,0.240488519413554
"365",2010,"72_N",43.022113,-68.4666,42.637629,-68.538253,1034.446,-257.00641,1016.02438758413,43.87063,42.222457,190.277541844682,10.7064780556676,8.73224243658612,0.31449761864567
"366",2011,"72_N",42.80463,-69.041471,42.677593,-68.479061,939.48933,-266.40254,1022.46015640531,43.581112,41.704632,178.840512750561,11.2464582822081,8.28786689217973,0.29453773377194
"367",2012,"72_N",42.815908,-69.041398,42.732134,-68.338565,957.29648,-267.73877,1034.11777290847,43.561167,41.614712,154.418963711362,13.3856395196345,9.27765590175333,0.392632871558302
"368",2013,"72_N",42.911013,-69.073191,42.695162,-68.484317,937.72481,-268.72719,1023.79501195846,44.17718,41.773898,154.294808709791,11.4002260788856,8.80393654434028,0.392507852700043
"369",1968,"72_S",40.324682,-70.32868,40.672093,-70.119378,733.07207,-81.125755,761.885001524498,42.2,36.283333,104.498066939818,15.0695703696957,10.7578909070141,0.260329537076821
"370",1969,"72_S",40.705349,-69.950746,40.760824,-69.59378,788.3052,-90.907675,796.531816513984,41.966667,38.683333,75.0305581477262,14.2577790311645,11.8536101792648,0.150303585695371
"371",1970,"72_S",40.333901,-70.515894,40.506856,-70.475867,703.96184,-64.670424,729.498513123463,41.433333,36.833333,89.5133612404185,16.6362968611884,10.2285839342108,0.161229410245539
"372",1971,"72_S",40.56224,-70.526081,40.581444,-70.24469,723.07655,-72.971775,747.523758373624,42.183333,37.883333,80.3047539430314,18.5483107131112,11.2382416546305,0.188700378827889
"373",1972,"72_S",40.177098,-70.267886,40.509863,-70.180833,728.64517,-63.071771,744.259099011015,42.066667,37.25,98.6227766183383,15.4141676322366,10.4633804518669,0.16094367451764
"374",1973,"72_S",40.748859,-69.842622,40.715414,-69.688611,777.45847,-85.905152,787.615880407684,41.8,37.633333,102.922530211349,14.6428888941438,11.0381187330792,0.166731710447976
"375",1974,"72_S",41.202515,-68.407763,41.061044,-68.088439,931.35065,-83.769361,905.35961644034,41.85,39.933333,103.288027178731,15.449424521672,11.7720843955593,0.102213197410559
"376",1975,"72_S",40.770305,-69.754586,40.737074,-69.50746,799.82389,-85.358917,799.02224690225,42.183333,38.833333,86.8631287282441,14.6135958851282,10.5704817593906,0.188702020437394
"377",1976,"72_S",40.753399,-69.624033,40.610919,-69.387082,807.94921,-70.176735,794.702586276392,41.966667,39.366667,94.3009857196183,15.6924926750303,12.1047907081886,0.219833660434848
"378",1977,"72_S",40.835645,-69.364695,40.753987,-69.154025,835.19516,-80.73067,819.573888971934,42.016667,37.233333,86.6822332975919,14.462854944061,11.5499073365582,0.166526841427585
"379",1978,"72_S",40.734252,-69.443399,40.624708,-69.315521,815.14428,-69.265101,799.790072620797,42,37.516667,72.547585688342,14.2417036844585,11.1669542147498,0.206142400389769
"380",1979,"72_S",41.050818,-69.501828,40.931104,-69.278121,827.86885,-102.9357,827.942074119652,42.133333,35.833333,93.4156097254226,14.6976392800281,11.8933886826059,0.177544856616249
"381",1980,"72_S",41.293554,-67.944603,41.180263,-67.683514,973.29619,-85.505174,938.722508986932,42.133333,36.166667,114.455726602571,13.4177846104681,10.4891045650345,0.161495096148981
"382",1981,"72_S",40.700875,-69.955503,40.638412,-69.554432,790.21127,-76.158733,788.011497154881,42.183333,37.316667,100.270700207397,14.3995982231223,9.21305120510464,0.168351867883878
"383",1982,"72_S",40.5815,-70.165435,40.744673,-69.967134,748.54722,-90.404868,775.97718917437,41.75,38.85,70.709834476701,15.5011624649077,10.7382204352428,0.184554355650191
"384",1983,"72_S",40.580233,-69.493903,40.642375,-69.319982,816.903,-71.410433,801.038305060255,41.983333,35.716667,121.16363869579,16.525554549457,9.68319710972438,0.193369027666118
"385",1984,"72_S",40.861816,-69.847422,40.868089,-69.609632,787.9094,-102.10544,805.090325381044,42.15,37.666667,72.9953556858157,15.3938219932951,10.7553189456464,0.146683744170051
"386",1985,"72_S",40.544776,-69.855097,40.573387,-69.654137,777.87687,-70.277342,777.08743053566,42.2,35.866667,108.399309154247,15.7840714519205,12.8512599936429,0.196905468535724
"387",1986,"72_S",40.637131,-69.028911,40.570045,-68.911579,851.65356,-53.546795,817.993141416564,42.2,35.9,115.406919224413,15.8090143275006,11.4878524699246,0.155556900069772
"388",1987,"72_S",41.042535,-68.90739,40.972604,-68.689564,882.28626,-90.05133,863.654889922486,42.15,37.983333,108.877696492658,15.5630881100751,10.6108108772637,0.152127128605527
"389",1988,"72_S",40.737894,-69.973137,40.746468,-69.803691,762.82943,-90.825448,784.407372310357,41.85,36.283333,79.7152572136732,16.3907868457457,8.83430064665596,0.208928379704387
"390",1989,"72_S",40.786352,-69.48307,40.761462,-69.374204,813.83839,-86.911845,808.235063045836,42.183333,36.033333,111.68867140258,16.0914923159243,10.100758597191,0.179819010073942
"391",1990,"72_S",41.016495,-69.457259,40.960388,-69.400497,815.28271,-108.28191,824.022766887805,41.933333,37.133333,96.8986431881603,6.64674632314073,10.3,0.187404982122474
"392",1991,"72_S",40.728714,-69.372695,40.686193,-69.380195,812.30195,-78.650268,801.47850691314,41.766667,37.566667,88.8063873904558,17.4101505595084,11.7790758405217,0.119992778014082
"393",1992,"72_S",41.108266,-68.993655,41.039299,-68.654412,887.32329,-96.851576,871.146994785296,42.183333,38.516667,91.5689765179853,15.9482061619342,10.3277937870163,0.149392380192683
"394",1993,"72_S",39.605153,-71.58879,40.127649,-71.881123,603.02004,-50.949302,632.19272733622,41.216667,37.466667,103.915104156074,20.8893737330022,10.4277980557267,0.142047800532483
"395",1994,"72_S",40.498595,-70.018347,40.709553,-69.853949,758.92412,-85.890345,778.574929081716,42.1,38.116667,90.7233721088605,16.4671984641979,11.0949144401143,0.131756146218161
"396",1995,"72_S",40.572555,-70.295873,40.582917,-69.936117,749.20563,-71.492637,763.173991828464,42.133333,36.883333,83.0231956027643,19.7061899416612,10.8427142887539,0.127610901136643
"397",1996,"72_S",40.958658,-69.168352,40.922853,-69.158231,841.1812,-98.145133,833.657660994109,41.783333,38.266667,75.5246832163762,15.5227740603493,10.3375677517991,0.0959430594825924
"398",1997,"72_S",40.646157,-70.911177,40.876425,-70.7144,690.14263,-105.68928,752.986158665015,41.733333,36.833333,68.2349308385937,17.4090111154029,11.463652678995,0.119262233953832
"399",1998,"72_S",40.908372,-68.554212,40.87244,-68.344856,906.59707,-69.643651,875.297190548963,42.1,39.283333,88.6892006268459,15.0635112616719,9.92123895100294,0.103039839095262
"400",1999,"72_S",41.127476,-69.347492,40.986232,-68.919248,865.41141,-98.739709,852.033375085146,42.188333,39.727333,117.958704715612,16.3882874353952,11.2155671408421,0.095444591509376
"401",2000,"72_S",41.081367,-69.616693,41.013425,-69.614599,790.75572,-118.09646,817.663325057817,41.974167,38.680167,86.8867119382055,16.1285541501011,10.113979600691,0.107187484670431
"402",2001,"72_S",40.849975,-69.732904,40.751522,-69.531576,796.23687,-87.164465,798.995577060539,42.182412,39.475785,85.6791531520542,18.8912430648199,11.3361374190491,0.182406630186297
"403",2002,"72_S",40.996531,-69.434834,40.907386,-69.387051,816.27607,-101.69205,820.125760614062,41.769667,38.805333,80.4319688734773,17.2390006403139,11.4009925720434,0.138478523785596
"404",2003,"72_S",40.971583,-69.030002,40.859797,-69.03644,850.57805,-87.207166,834.952124772241,41.8065,36.198333,85.1408999990306,17.6603154826762,11.5269327233364,0.168406908898983
"405",2004,"72_S",40.758249,-68.948161,40.631733,-68.822315,862.16588,-57.967198,828.154419135075,42.153427,36.085077,120.062297434223,16.762805574569,10.3229730021148,0.149439476690148
"406",2005,"72_S",40.719733,-69.509223,40.894055,-69.557829,796.62872,-104.79289,810.045076562873,41.896317,36.271603,86.7325062755858,17.5449509008111,11.095370595868,0.113033257070981
"407",2006,"72_S",40.638399,-70.225955,40.618894,-69.936518,750.46147,-76.935778,766.334118112099,41.2588,38.181313,68.9332885374737,17.8709764009027,11.4106052921156,0.136322672914434
"408",2007,"72_S",40.789855,-69.013549,40.674562,-68.947074,851.62034,-65.632256,824.523450922248,41.596583,39.682947,93.9718108771163,16.8338616251834,9.94990085857263,0.115992237500636
"409",2008,"72_S",40.929786,-69.410561,40.895951,-69.26799,827.46413,-98.204476,825.460655128624,42.097418,39.590328,78.6875709526948,14.8668109953027,7.91264060510952,0.140044182022502
"410",2009,"72_S",40.564185,-69.404719,40.549248,-69.322077,815.04574,-61.96178,793.073498820514,42.186987,35.653985,106.603638271758,15.7001117033664,11.389989212064,0.167505052260031
"411",2010,"72_S",40.821752,-70.149369,40.798411,-70.02758,741.69977,-95.482054,777.798240672289,41.913545,37.690213,96.9875221763256,15.4597517553131,11.3987670034471,0.202284119711633
"412",2011,"72_S",40.52519,-69.701654,40.546295,-69.562154,788.23916,-65.723594,779.689585997936,42.161465,35.807347,113.864677827436,17.060373706351,10.970076260325,0.185736974578598
"413",2012,"72_S",40.605232,-69.332359,40.498577,-69.205754,823.73005,-53.671923,795.350914197323,42.036948,36.213933,92.8594951668029,18.7509813716315,11.9137419463413,0.166775166813435
"414",2013,"72_S",40.873939,-69.582933,40.876637,-69.355866,819.32261,-97.150042,819.116728552438,42.01038,37.060675,101.407464027901,16.3560754364688,11.4085116311791,0.154453808180015
"415",1968,"73_N",43.331642,-69.239306,43.342215,-68.643655,986.82014,-338.63098,1075.98913860153,43.7,42.816667,125.103320859976,8.68716156064057,8.1280492438961,0.239434554739238
"416",1969,"73_N",42.515481,-69.486373,42.312853,-69.707325,824.89427,-260.61985,932.924282976469,43.216667,41.75,141.81224517598,8.76724474740972,7.55771395077953,0.217815107776873
"417",1970,"73_N",43.356365,-68.79345,42.88945,-68.774619,1034.5309,-291.19627,1028.0588851449,44.3,42.4,131.76265068601,8.93911263457363,7.98208446641896,0.236789438328766
"418",1971,"73_N",42.680486,-69.503342,42.527825,-69.284773,880.04437,-269.88268,971.580166337036,43.933333,41.733333,132.059064766269,11.3386399188813,9.10244354823188,0.19769920847695
"419",1972,"73_N",43.14825,-69.469555,42.879298,-69.253276,892.64687,-305.16163,1006.04804765636,43.933333,42.116667,111.103567594589,8.56453552485537,8.19196131742277,0.26759474566067
"420",1973,"73_N",42.790378,-69.024529,42.65051,-68.692201,921.07573,-267.90453,1009.91337615059,44.233333,42.05,132.417406530519,9.89222222853192,7.98339271904026,0.20125192524251
"421",1974,"73_N",43.197424,-68.946488,43.269984,-68.643705,990.82151,-329.60349,1069.24527677183,43.533333,42.716667,165.268427923811,10.4717379712882,8.68064981048107,0.194835801602204
"422",1975,"73_N",42.793135,-69.592683,42.648745,-69.538114,860.92197,-289.06718,972.059621498461,43.766667,41.466667,121.294573789397,12.1009466973673,7.33912676576282,0.210733408797958
"423",1976,"73_N",42.50886,-68.475421,42.216551,-68.096499,977.22487,-205.34476,1000.88137671626,42.533333,42.45,173.533327820048,9.90230187157009,8.85651187607822,0.202505491339405
"424",1977,"73_N",42.679149,-68.536183,42.442416,-68.217743,962.84753,-234.34692,1014.33634203488,44.316667,42.166667,181.587476895883,9.91467812946999,8.14861044993222,0.2610917269405
"425",1978,"73_N",42.576696,-69.161227,42.549202,-68.898523,906.0231,-262.46707,991.03959862966,44.1,41.383333,156.000009417238,11.3054463779048,6.50324042251277,0.25311525424993
"426",1979,"73_N",42.580097,-69.274805,42.453968,-69.133423,890.79409,-257.67243,971.488541368472,44.183333,41.516667,119.108044336977,10.3367134062731,7.48693676762546,0.255888003968933
"427",1980,"73_N",42.445658,-70.017775,42.436491,-69.877753,761.35785,-277.53239,937.590928997241,42.883333,42.05,126.026482295102,8.70362572228435,6.67317089065194,0.271766884536659
"428",1981,"73_N",42.969804,-69.439822,42.949039,-69.201931,897.73575,-311.3245,1014.84439039809,43.533333,42.383333,136.348655345874,10.1666554451309,6.60376312591625,0.181367593041199
"429",1982,"73_N",42.77615,-69.906981,42.715442,-69.89334,805.21876,-308.26176,963.932751718836,43.666667,42.2,114.465335149671,11.0280229648304,8.1031678866435,0.130868102301852
"430",1983,"73_N",43.248754,-69.299193,43.279723,-68.701438,997.05568,-332.40791,1067.614113736,43.6,42.866667,152.223738839719,9.9569883203733,8.26895340168983,0.201936564810363
"431",1984,"73_N",42.767737,-69.274679,42.646707,-69.268866,886.34935,-282.41327,983.430885667658,44.066667,41.916667,131.950215901562,12.1028895494549,8.55370439187464,0.167805000972636
"432",1985,"73_N",42.977953,-67.76896,42.463353,-68.055554,1091.167,-207.66699,1024.38452492307,43.916667,42.483333,175.193875387031,10.8,9.9,0.162630185912933
"433",1986,"73_N",43.578369,-68.635467,43.120798,-69.071208,1043.09,-326.77838,1036.67947312598,44.166667,43.283333,129.618642585723,10.4506919185129,8.948489970542,0.163999872813512
"434",1987,"73_N",43.035892,-69.49871,42.887118,-69.57604,867.80822,-316.43627,993.311828128629,44.133333,42.116667,135.981117351906,11.7087533521149,7.34988563212353,0.101600472086645
"435",1988,"73_N",43.109616,-69.626958,42.86943,-69.705801,852.15436,-317.32253,986.351800216506,43.9,42.6,107.999077156755,10.4146114203834,8.12445589667017,0.266928461479854
"436",1989,"73_N",42.938399,-69.686433,42.882577,-69.523946,871.69381,-313.34968,995.010629402934,43.883333,42.15,118.646439050648,11.0502715972941,6.84646043222689,0.142712337733764
"437",1990,"73_N",42.467845,-68.595698,42.215869,-68.139272,961.67657,-208.00545,998.599334064476,42.983333,42.216667,174.90751854189,13.8,7.3,0.160753216350887
"438",1991,"73_N",43.222076,-68.785262,42.956386,-68.492998,945.782,-295.78952,1047.12051766307,43.25,43.183333,164.425563496353,11.9548582024979,7.15688263207524,0.099380397190834
"439",1992,"73_N",43.683333,-69,43.68081,-69.007573,1004.0366,-382,1092.74066976937,43.683333,43.683333,95,NA,NA,0.0778159614156855
"440",1993,"73_N",43.086884,-69.222362,42.985535,-68.481301,987.38826,-295.98073,1050.32733973984,43.266667,42.816667,159.428418534521,11.680144501023,6.02081883913027,0.0636267607778258
"441",1994,"73_N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0912117788463396
"442",1995,"73_N",42.726018,-69.699307,42.621123,-69.827431,816.96498,-296.20069,957.442210422843,43.05,42.316667,115.071618104803,12.5512829589455,7.48259441436525,0.0974996720676193
"443",1996,"73_N",43.172069,-68.480931,42.752228,-68.663792,1036.8829,-273.39664,1020.52586123098,43.366667,43,171.936976624036,11.2676967879104,7.51088365622057,0.0953888852118867
"444",1997,"73_N",43.101607,-69.037575,43.054516,-68.427844,965.57473,-304.83672,1059.10965442665,43.95,42.816667,107.038430433844,10.9613250655006,9.07472810279069,0.0711921861394061
"445",1998,"73_N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0653302536688452
"446",1999,"73_N",42.730797,-68.958042,42.507342,-68.402517,941.25547,-245.98572,1010.90115562201,43.024,42.497833,131.592782428564,11.6378106213773,7.80778395226298,0.112950508103397
"447",2000,"73_N",42.401833,-70.072333,42.399282,-70.068609,739.61937,-274,926.243459605804,42.401833,42.401833,84,12,8.5,0.0869711199098214
"448",2001,"73_N",42.515978,-69.674541,42.425128,-69.844622,794.08846,-276.79963,937.865823130927,42.6478,41.937627,125.193558372885,11.6679903424478,6.15265523751519,0.113105328801552
"449",2002,"73_N",42.967833,-66.7595,42.965668,-66.759471,1209.8974,-150,1135.36105851168,42.967833,42.967833,190,13.96,9.63,0.0927829704668623
"450",2003,"73_N",42.848459,-69.98668,42.671582,-69.855177,771.93908,-303.82142,961.20215998031,43.376333,42.435667,93.167423735807,11.5746024383627,8.13215717210428,0.106288566237892
"451",2004,"73_N",42.725073,-69.817856,42.603502,-69.876232,793.48285,-296.99535,953.765165447364,43.233373,42.355657,100.839989948471,11.3632274016959,8.11176993216914,0.0859716745884161
"452",2005,"73_N",42.545008,-70.164123,42.542746,-70.163994,731.96969,-289.99568,936.461228697731,42.703967,42.2428,92.5872190829354,10.5417468457663,8.12297164866091,0.0541469122473537
"453",2006,"73_N",42.610201,-69.513612,42.540479,-69.649195,845.67436,-281.0186,957.059302400427,43.103865,42.144473,125.522783069955,12.9725246131329,8.54488414106904,0.0960207497937598
"454",2007,"73_N",42.770623,-68.87033,42.654257,-68.342412,953.16697,-259.36205,1026.95387351603,43.506417,42.357577,151.10136593164,12.1612692287097,8.54255220286376,0.0854235013930288
"455",2008,"73_N",42.569959,-70.416727,42.576954,-70.412582,714.15698,-293.35243,930.401312127664,42.87399,42.312393,51.4729525545219,11.06,8.84,0.0971034523761744
"456",2009,"73_N",43.133928,-68.267173,42.646793,-68.57661,1040.2377,-260.28672,1015.02769397806,43.529165,42.773508,168.412107350447,11.33,9.01,0.084502034908388
"457",2010,"73_N",42.809071,-68.928417,42.592159,-68.789828,914.33832,-263.78106,1000.0230340464,43.269653,42.233175,155.614248624031,10.4726026795084,8.76642085334017,0.0816403221063086
"458",2011,"73_N",42.797311,-69.669838,42.618333,-69.837636,813.49287,-296.0461,956.759105729485,43.382985,42.54578,155.89078036788,11.1222322568636,8.41084792287982,0.0607951055480768
"459",2012,"73_N",42.646101,-69.564273,42.486151,-69.503568,858.77094,-271.09915,958.100122843798,43.397808,42.294762,117.353844414547,12.4569809306208,9.53703629463438,0.0564244629402899
"460",2013,"73_N",42.135968,-69.900079,42.095145,-69.852007,763.83206,-240.35434,906.053437339876,44.17718,42.074075,80.2648636310497,13.2870093956044,9.0788526252825,0.0479992585174799
"461",1968,"73_S",41.492656,-68.831521,41.438743,-68.797834,887.36953,-141.96003,897.100671446504,41.9,40.883333,57.5693526058861,13.0016656192453,9.88479698342653,0.101471100620429
"462",1969,"73_S",41.75483,-67.426307,41.502043,-67.389393,1048.5,-98.907108,981.362981973066,42.15,40.783333,89.6547074403479,11.8802479801921,8.44981734875609,0.116919756436251
"463",1970,"73_S",41.273152,-68.444081,41.239973,-68.29693,918.68414,-108.38782,907.802924724921,41.916667,40.716667,56.7588300730114,13.075942300217,12.1819942231232,0.11944701629481
"464",1971,"73_S",41.639945,-68.974517,41.498982,-68.479229,912.69526,-139.66942,919.280386431256,41.916667,41.233333,51.1652920180517,16.5603289608554,13.4066126355342,0.0806472647617064
"465",1972,"73_S",41.34293,-68.005563,41.147321,-67.795488,960.3802,-85.725111,929.472832401679,41.783333,41.15,98.9213460130562,12.5605430354355,8.4317163090547,0.124636867897073
"466",1973,"73_S",41.566811,-67.760063,41.310249,-67.65782,985.73061,-98.944844,950.429768009732,41.966667,40.95,96.5263273081038,13.0204883597953,10.3106623516121,0.130311704290029
"467",1974,"73_S",41.421742,-68.694361,41.378962,-68.510595,907.14802,-128.29126,907.45558144814,42.1,41.133333,70.4273988762869,13.2898642146039,9.74323462268624,0.0823927172202194
"468",1975,"73_S",41.373603,-68.754223,41.346057,-68.568958,901.23522,-125.61491,901.499297644457,42.133333,40.85,64.7651893591044,13.7468462981914,10.0801557565211,0.0932293290547997
"469",1976,"73_S",41.491329,-68.090029,41.241169,-67.872576,955.40179,-98.379366,932.332278446162,41.966667,41.083333,95.6007493249719,12.5641484884058,11.7911167337753,0.108887851833471
"470",1977,"73_S",41.648811,-68.084786,41.524895,-67.821124,974.90306,-125.63042,958.066755909548,42.016667,41.233333,86.60161253329,11.2192500359209,9.67800633056716,0.113050489450262
"471",1978,"73_S",41.549954,-67.818138,41.23379,-67.554544,993.91249,-86.985114,950.607347108434,42.15,40.883333,77.566200432102,12.7775691238524,10.8127517978789,0.126531558950443
"472",1979,"73_S",41.720132,-67.808299,41.582911,-67.644034,1016.3961,-121.97131,972.906744332527,42.133333,41.183333,80.6435648221605,12.9612432631815,11.7887812505684,0.12886304404614
"473",1980,"73_S",41.714617,-67.515702,41.423292,-67.440182,1031.0319,-96.380504,972.189401399864,42.133333,41.116667,95.969670022677,12.0273390413343,10.2399359437794,0.0733275674285652
"474",1981,"73_S",41.578657,-67.037604,41.406567,-67.012169,1072.3122,-65.256122,996.722323341861,42.166667,41.1,116.712542322949,12.2436771876525,8.93996147288457,0.105007804821282
"475",1982,"73_S",41.383333,-69.45,41.379294,-69.447486,823.7269,-154,858.636771432962,41.383333,41.383333,33,10.9,10.8,0.0629651786709837
"476",1983,"73_S",42.083333,-66.583333,42.078992,-66.574248,1162.6901,-80,1074.60296769028,42.083333,42.083333,84,13,8.7,0.0528797983877904
"477",1984,"73_S",41.387482,-68.9395,41.292394,-68.775301,885.58365,-125.43876,885.77450178687,42.15,41.05,64.7952192036608,14.2635128095965,9.36631173056823,0.0894795000876002
"478",1985,"73_S",42.1152,-67.166293,42.081686,-67.124761,1120.7032,-119.05477,1042.76180391032,42.2,41.333333,129.067835470403,13.8,7.3,0.0395389264934178
"479",1986,"73_S",42.066667,-66.35,42.077021,-66.352909,1174.6507,-64,1087.66759593815,42.066667,42.066667,85,11.8,9.1,0.0433661846471334
"480",1987,"73_S",41.408498,-68.403443,41.410799,-67.949652,951.73956,-117.80537,941.479526051455,42.15,40.783333,116.977133448369,13.6,11.2,0.0595073910545425
"481",1988,"73_S",41.677205,-67.260357,41.319095,-67.195149,1048.2053,-71.038115,978.904652772274,42.033333,41.116667,107.389485782681,13.6486302320994,7.68630125280068,0.0706710815132411
"482",1989,"73_S",41.893466,-67.312259,41.611742,-67.426383,1058.8812,-107.87624,987.833313591717,42.183333,41.283333,131.022395791794,12.6439322497984,7.38963885884299,0.0613631706897316
"483",1990,"73_S",41.285004,-69.473113,41.278401,-69.481401,817.41684,-144.51739,847.931054640271,41.666667,40.783333,74.4871431560229,NA,NA,0.0636127552402119
"484",1991,"73_S",41.962199,-66.417189,41.958659,-66.419967,1159.4314,-61.733678,1074.61132857285,42.116667,41.733333,92.9834661705703,14.7402959131783,8.26266321860505,0.0267028334693618
"485",1992,"73_S",41.833936,-67.666696,41.574006,-67.571324,1031.2,-116.87183,976.396941950553,42.183333,41.233333,93.81821860945,13.3320494854814,7.98489244278153,0.051176541507512
"486",1993,"73_S",42.033333,-66.316667,42.024045,-66.311964,1172.2581,-58,1086.10830438931,42.033333,42.033333,85,14.3,8.6,0.0378179468275452
"487",1994,"73_S",41.808319,-67.483516,41.571089,-67.547614,1034.6826,-113.47298,977.540664858631,42.1,41.533333,70.3763494758236,14.3617069434448,11.6523091380566,0.0612599455210282
"488",1995,"73_S",41.912411,-67.224316,41.579507,-67.22235,1071.108,-92.616835,997.321487286183,42.133333,41.6,111.417594460095,15.6,7.14906489119177,0.0481271051590947
"489",1996,"73_S",41.777604,-66.486133,41.688759,-66.479004,1129.9461,-49.961792,1050.68688761127,41.933333,41.366667,101.100968082842,12.3209203233206,8.49819945717307,0.0488386806627008
"490",1997,"73_S",41.826504,-67.359795,41.552442,-67.279997,1065.3505,-93.949244,991.787230236998,42.15,41.2,95.6570538931622,12.9571673535403,8.68345102270581,0.0295822264537469
"491",1998,"73_S",41.568311,-67.799764,41.359265,-67.561357,1003.0972,-97.149469,959.988411280566,42.1,41.05,128.07131445068,13.1870242593394,7.73020401645418,0.0553017902565796
"492",1999,"73_S",41.301144,-68.535559,41.312235,-68.222658,927.18655,-113.04363,917.924773278115,42.150667,40.868,87.8643466619671,14.924288268846,13.0162233500394,0.0271566790799756
"493",2000,"73_S",41.998513,-68.148033,41.615734,-68.03676,949.96006,-141.68816,953.335909627547,42.050167,41.974167,110.805952017009,13.5833485592021,9.10279075964996,0.0310301915938194
"494",2001,"73_S",41.594779,-68.788554,41.446317,-68.769514,890.55231,-141.306,899.249430627267,42.182412,41.066552,74.8643275470978,15.5967493381493,9.56065793184393,0.0330806127669028
"495",2002,"73_S",41.441974,-69.353108,41.437275,-69.365162,836.88389,-158.15814,867.902392386124,41.518167,41.363333,86.5730123638019,15.5065023639051,8.82482854032707,0.0686549152928867
"496",2003,"73_S",41.197333,-69.2945,41.191992,-69.289116,835.84787,-130,850.03327233438,41.197333,41.197333,53,11.85,8.46,0.028328531587427
"497",2004,"73_S",41.514571,-69.640761,41.497586,-69.681681,793.05802,-172.68486,858.014760333319,42.043268,41.100288,41.9451240096234,13.7780063916186,12.5935997200705,0.0490353584879384
"498",2005,"73_S",41.89211,-66.867878,41.887866,-66.872176,1121.0364,-90.097691,1042.10896341621,41.896317,40.518325,65.9328371830139,16.9785308317775,12.4377885787298,0.0324947078054188
"499",2006,"73_S",41.2588,-66.675665,41.255882,-66.687985,1081.2205,-34,1005.71778277463,41.2588,41.2588,75,15.26,9.2,0.033399211565688
"500",2007,"73_S",41.460296,-69.4313,41.445557,-69.485201,820.24345,-161.15798,862.736947449952,41.489213,41.351857,39.7367340195913,13.6252604875428,11.858959257845,0.0292094632727833
"501",2008,"73_S",41.71686,-68.956923,41.614948,-68.921659,884.25095,-164.27916,905.978074555387,42.097418,41.381717,60.6559021663727,14.0655824522491,8.90483911439512,0.0422077587213449
"502",2009,"73_S",41.582879,-67.896734,41.427324,-67.560736,1011.5263,-103.68599,965.377406029932,42.186987,40.838462,91.7365973580389,11.8271391901305,9.34715164497624,0.0451982337101519
"503",2010,"73_S",41.900128,-67.806799,41.555464,-67.717894,996.11852,-123.80881,966.450175029977,41.913545,41.890112,91.1132678027489,11.5610356269038,9.51108051548033,0.0300738305781968
"504",2011,"73_S",41.612134,-68.54303,41.506344,-68.188819,933.01279,-133.17787,935.824456043407,42.161465,41.137282,76.7604567704041,13.770795093911,8.95833143801438,0.0438627080703943
"505",2012,"73_S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0252981098107255
"506",2013,"73_S",41.843562,-66.573345,41.845709,-66.566916,1139.9853,-66.31666,1057.13503602258,42.01038,41.376448,110.0511234528,13.24,12.5815943186542,0.0225906856225006
"507",1968,"74_N",42.694073,-68.77575,42.57977,-68.336714,951.12352,-252.49855,1020.58249754183,43.7,42.233333,201.693231335544,8.78931929088979,7.08608897302171,0.313648217006385
"508",1969,"74_N",42.442527,-68.789943,42.243094,-68.499111,925.13619,-220.072,982.65909423839,43.433333,41.75,178.156686948659,9.57226409488239,7.52054738640145,0.263931575239753
"509",1970,"74_N",43.01491,-68.864035,42.777304,-68.483371,1014.1204,-271.57247,1031.27216741522,43.95,41.616667,143.445564395684,9.22619726858895,7.43561015970609,0.2154878986007
"510",1971,"74_N",42.7038,-69.049314,42.569925,-68.63162,923.87771,-257.24242,1005.452387707,43.633333,41.733333,150.67946328069,11.5083295368664,8.59233127216375,0.17526477386518
"511",1972,"74_N",43.522996,-68.586486,42.898059,-68.892483,1065.9171,-293.32167,1023.56187609538,43.933333,42.9,127.526912495948,8.3395509858381,8.30007956720863,0.155903979129937
"512",1973,"74_N",42.386308,-69.541874,42.330468,-69.712264,823.65848,-261.5899,934.386499678125,43.283333,42,176.278746215788,10.892015546397,7.17664615976896,0.149232470666304
